Node_ID,Lat,Lon
946,21.0183123,105.8514939
947,21.0146434,105.8407183
948,21.0124338,105.8665903
949,21.0280629,105.861006
950,21.0210293,105.8468585
951,21.0113188,105.8627121
952,21.0136037,105.851722
953,21.0115626,105.8638489
954,21.0099102,105.8397767
955,21.0062524,105.8566342
956,21.0047101,105.8484387
957,21.0144561,105.8638971
958,21.0200191,105.839788
959,21.0171963,105.84212
960,21.0186586,105.8610137
961,21.0068137,105.8560702
962,21.0168439,105.8635626
963,21.0087015,105.8506878
964,21.0097725,105.8548114
965,21.0090951,105.8590992
966,21.012012,105.8384662
967,21.0076142,105.8561307
968,21.0110512,105.8467408
969,21.0050327,105.8484424
970,21.0040194,105.852916
971,21.0105499,105.8600287
972,21.01099,105.8395053
973,21.0089323,105.8609218
974,21.013248,105.8563855
975,21.0085527,105.8532436
976,21.0097738,105.8483954
977,21.0066533,105.8490129
978,21.0110158,105.8380783
979,21.0086508,105.8506704
980,21.0073238,105.8460765
981,21.009447,105.8474535
982,21.0168134,105.8515506
983,21.0079216,105.8551839
984,21.0161248,105.8545261
985,21.0058453,105.8485341
986,21.0075859,105.8633283
987,21.0099978,105.8644211
988,21.0214297,105.8502391
989,21.0099194,105.8605832
990,21.0070897,105.8660576
991,21.0061099,105.8524921
992,21.0098687,105.8397474
993,21.0077733,105.8638282
994,21.0089786,105.8515143
995,21.0108554,105.8646199
996,21.0087833,105.8514185
997,21.0114126,105.8567637
998,21.0084379,105.8657002
999,21.0118195,105.8503996
1000,21.0218562,105.8431317
1001,21.0109561,105.8392572
1002,21.0164428,105.8617902
1003,21.0181698,105.8571949
1004,21.0079082,105.8637755
